Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,MonthlyIncome,OverTime,PercentSalaryHike,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
37.0,,Travel_Rarely,Research & Development,10.0,2.0,Female,3.0,Research Scientist,2.0,1.0,3936.0,No,11.0,1.0,8.0,4.0,7.0
40.0,,Travel_Rarely,Research & Development,24.0,1.0,Male,3.0,Research Scientist,4.0,1.0,3319.0,No,17.0,3.0,9.0,8.0,
25.0,No,Travel_Rarely,Human Resources,2.0,3.0,Female,3.0,Human Resources,2.0,4.0,2187.0,No,14.0,3.0,2.0,0.0,1.0
47.0,No,Non-Travel,Research & Development,14.0,3.0,Male,,Research Scientist,2.0,8.0,5467.0,No,18.0,4.0,8.0,7.0,1.0
29.0,No,Travel_Rarely,Research & Development,7.0,4.0,Male,3.0,Laboratory Technician,1.0,3.0,2062.0,No,14.0,3.0,3.0,2.0,1.0
36.0,No,Travel_Rarely,Sales,1.0,2.0,Female,3.0,Sales Executive,3.0,6.0,6815.0,No,13.0,3.0,1.0,0.0,0.0
34.0,No,Travel_Rarely,Sales,3.0,4.0,Male,1.0,Sales Executive,1.0,3.0,4759.0,No,18.0,3.0,13.0,9.0,3.0
27.0,No,Travel_Rarely,Sales,9.0,4.0,Male,,Sales Executive,4.0,1.0,4105.0,No,14.0,3.0,7.0,7.0,0.0
32.0,No,Travel_Rarely,Sales,10.0,4.0,Male,3.0,Sales Executive,4.0,1.0,5396.0,No,12.0,2.0,10.0,7.0,0.0
50.0,No,Travel_Frequently,Research & Development,20.0,2.0,Male,3.0,Healthcare Representative,3.0,2.0,11245.0,Yes,15.0,3.0,30.0,8.0,12.0
30.0,No,Travel_Rarely,Sales,10.0,,Male,2.0,Sales Executive,3.0,1.0,6578.0,No,18.0,3.0,10.0,3.0,1.0
21.0,Yes,Travel_Rarely,Sales,,3.0,Female,4.0,Sales Representative,2.0,1.0,2716.0,No,15.0,3.0,1.0,0.0,0.0
26.0,No,Travel_Rarely,Sales,23.0,3.0,Female,2.0,Sales Executive,4.0,7.0,4157.0,Yes,19.0,2.0,2.0,2.0,0.0
27.0,No,Travel_Rarely,Research & Development,5.0,3.0,Male,2.0,Research Director,4.0,1.0,12808.0,Yes,16.0,3.0,9.0,8.0,0.0
43.0,No,Travel_Frequently,Sales,15.0,4.0,Male,2.0,,4.0,3.0,6804.0,No,18.0,3.0,2.0,2.0,2.0
31.0,No,Travel_Rarely,Research & Development,2.0,3.0,Male,3.0,Research Scientist,4.0,0.0,2695.0,Yes,18.0,1.0,2.0,2.0,2.0
35.0,No,Travel_Rarely,Sales,28.0,2.0,Female,2.0,Sales Representative,3.0,0.0,2430.0,No,23.0,,5.0,3.0,4.0
22.0,No,Travel_Rarely,Research & Development,15.0,2.0,Female,3.0,Laboratory Technician,4.0,1.0,2871.0,No,15.0,3.0,0.0,0.0,0.0
44.0,No,Travel_Rarely,Research & Development,2.0,3.0,Female,4.0,Healthcare Representative,4.0,1.0,7879.0,Yes,19.0,3.0,8.0,7.0,6.0
37.0,Yes,Travel_Rarely,,6.0,3.0,Male,3.0,,1.0,4.0,2073.0,Yes,22.0,3.0,3.0,2.0,0.0
42.0,No,Travel_Frequently,Research & Development,28.0,4.0,Female,2.0,Healthcare Representative,,0.0,4523.0,No,,4.0,6.0,5.0,0.0
42.0,No,Travel_Rarely,Research & Development,3.0,3.0,Female,4.0,Laboratory Technician,4.0,2.0,5231.0,Yes,,2.0,5.0,3.0,1.0
31.0,,Travel_Rarely,Research & Development,23.0,,Male,2.0,Healthcare Representative,4.0,0.0,5582.0,No,21.0,3.0,9.0,0.0,7.0
36.0,No,Travel_Rarely,Research & Development,6.0,3.0,Male,1.0,Laboratory Technician,3.0,1.0,2741.0,No,,3.0,7.0,7.0,1.0
18.0,Yes,Travel_Rarely,Research & Development,3.0,,Male,3.0,Laboratory Technician,3.0,1.0,1420.0,No,13.0,3.0,0.0,,0.0
47.0,No,Travel_Frequently,Sales,3.0,,Female,3.0,Sales Executive,3.0,9.0,13770.0,Yes,12.0,2.0,22.0,2.0,11.0
34.0,No,Travel_Rarely,Research & Development,20.0,3.0,,4.0,Research Scientist,3.0,0.0,2585.0,No,17.0,2.0,1.0,0.0,0.0
58.0,No,Travel_Rarely,Research & Development,5.0,3.0,Female,2.0,Healthcare Representative,,2.0,10552.0,Yes,13.0,3.0,6.0,0.0,0.0
36.0,No,Travel_Rarely,Research & Development,2.0,4.0,Female,3.0,Research Scientist,3.0,,2543.0,No,13.0,3.0,2.0,2.0,2.0
44.0,Yes,Travel_Frequently,Research & Development,24.0,4.0,Male,3.0,Laboratory Technician,3.0,3.0,,Yes,22.0,1.0,1.0,0.0,0.0
40.0,No,Travel_Frequently,Research & Development,11.0,,Female,3.0,,3.0,1.0,6323.0,No,11.0,,10.0,9.0,9.0
54.0,No,Travel_Rarely,Research & Development,9.0,1.0,Female,3.0,Research Scientist,3.0,3.0,2897.0,No,11.0,2.0,4.0,3.0,2.0
58.0,Yes,Travel_Rarely,Research & Development,23.0,4.0,Female,3.0,Healthcare Representative,4.0,1.0,10312.0,No,12.0,2.0,40.0,10.0,15.0
23.0,Yes,Travel_Rarely,Sales,7.0,3.0,Male,3.0,Sales Representative,4.0,1.0,2275.0,Yes,21.0,3.0,3.0,2.0,0.0
31.0,No,Travel_Frequently,Sales,5.0,4.0,Female,3.0,Sales Representative,2.0,1.0,2789.0,No,11.0,2.0,2.0,2.0,2.0
38.0,No,Travel_Rarely,Research & Development,1.0,2.0,Female,4.0,Healthcare Representative,4.0,0.0,7625.0,No,13.0,2.0,9.0,7.0,1.0
38.0,No,Travel_Rarely,Research & Development,2.0,4.0,Female,2.0,Manufacturing Director,3.0,3.0,7756.0,Yes,19.0,4.0,5.0,4.0,0.0
28.0,No,Travel_Rarely,Research & Development,9.0,3.0,Female,3.0,Research Scientist,3.0,5.0,2377.0,,18.0,,2.0,2.0,2.0
26.0,No,Travel_Rarely,Sales,1.0,3.0,Male,3.0,Sales Executive,,1.0,5296.0,No,17.0,3.0,8.0,7.0,7.0
27.0,No,Travel_Rarely,,17.0,3.0,Male,3.0,Research Scientist,,0.0,3058.0,Yes,16.0,2.0,5.0,2.0,1.0
32.0,,Travel_Rarely,Research & Development,2.0,4.0,Male,3.0,Research Scientist,1.0,1.0,2439.0,No,14.0,3.0,4.0,2.0,1.0
37.0,No,Travel_Rarely,Research & Development,1.0,4.0,Female,2.0,Manufacturing Director,4.0,1.0,6474.0,No,13.0,,14.0,8.0,3.0
29.0,,Travel_Rarely,Sales,10.0,3.0,Male,2.0,,3.0,9.0,5869.0,No,11.0,3.0,5.0,2.0,1.0
46.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,3.0,Healthcare Representative,1.0,,9396.0,No,16.0,3.0,4.0,2.0,0.0
36.0,No,Travel_Rarely,Research & Development,12.0,3.0,Female,,Manufacturing Director,3.0,9.0,4663.0,Yes,12.0,3.0,3.0,2.0,1.0
32.0,Yes,Travel_Rarely,Research & Development,9.0,1.0,Female,3.0,Laboratory Technician,1.0,7.0,4200.0,No,22.0,4.0,5.0,4.0,0.0
30.0,No,Travel_Rarely,Research & Development,7.0,2.0,Male,2.0,Research Scientist,2.0,1.0,,No,12.0,2.0,6.0,4.0,1.0
31.0,No,Non-Travel,Sales,2.0,4.0,Female,3.0,Sales Executive,3.0,1.0,9852.0,Yes,19.0,2.0,10.0,8.0,9.0
34.0,No,Travel_Rarely,Sales,8.0,2.0,Male,4.0,Sales Executive,3.0,1.0,6799.0,No,21.0,3.0,10.0,8.0,4.0
,No,Travel_Frequently,Human Resources,1.0,1.0,Male,3.0,Human Resources,4.0,4.0,5743.0,Yes,11.0,3.0,10.0,7.0,0.0
58.0,Yes,Travel_Frequently,Research & Development,2.0,4.0,Male,2.0,Laboratory Technician,4.0,9.0,2380.0,Yes,14.0,2.0,1.0,0.0,0.0
44.0,,Travel_Rarely,Research & Development,3.0,1.0,Male,,Laboratory Technician,1.0,4.0,2362.0,No,12.0,4.0,3.0,2.0,1.0
31.0,No,Travel_Rarely,Sales,10.0,3.0,Female,3.0,Sales Executive,4.0,2.0,6583.0,Yes,11.0,3.0,5.0,2.0,1.0
38.0,No,Travel_Rarely,Research & Development,29.0,4.0,,3.0,Manufacturing Director,4.0,3.0,6261.0,No,18.0,1.0,7.0,7.0,1.0
25.0,No,Travel_Rarely,Research & Development,2.0,1.0,Male,4.0,Research Scientist,1.0,7.0,3424.0,No,13.0,2.0,4.0,3.0,0.0
35.0,No,Travel_Rarely,,1.0,4.0,Female,4.0,Research Scientist,3.0,3.0,2506.0,No,13.0,3.0,2.0,2.0,2.0
36.0,No,Travel_Rarely,Research & Development,7.0,2.0,Male,3.0,Research Scientist,,2.0,4678.0,No,18.0,,6.0,2.0,0.0
36.0,No,Travel_Rarely,Sales,,1.0,Female,2.0,Sales Executive,4.0,0.0,7644.0,No,19.0,3.0,9.0,7.0,3.0
39.0,,Travel_Frequently,Sales,20.0,3.0,Male,3.0,Sales Executive,4.0,2.0,4127.0,No,18.0,3.0,2.0,1.0,2.0
35.0,No,Travel_Rarely,Research & Development,16.0,1.0,Male,4.0,Laboratory Technician,2.0,0.0,2426.0,No,13.0,3.0,5.0,4.0,0.0
41.0,No,Travel_Frequently,,10.0,4.0,Male,,Manager,1.0,4.0,17181.0,No,13.0,2.0,7.0,6.0,7.0
36.0,Yes,Travel_Rarely,Sales,3.0,3.0,Male,2.0,Sales Executive,4.0,,10325.0,Yes,11.0,3.0,16.0,7.0,3.0
29.0,No,Travel_Frequently,Sales,2.0,2.0,Male,3.0,Sales Executive,4.0,1.0,4554.0,No,18.0,2.0,10.0,7.0,0.0
36.0,No,Travel_Frequently,Research & Development,18.0,3.0,Male,4.0,Laboratory Technician,4.0,4.0,3688.0,No,18.0,3.0,1.0,0.0,0.0
,,Travel_Rarely,Research & Development,7.0,3.0,,3.0,Research Director,3.0,0.0,11691.0,No,11.0,4.0,13.0,9.0,3.0
,No,Travel_Rarely,Research & Development,3.0,3.0,Male,3.0,Research Scientist,2.0,,4485.0,No,12.0,3.0,8.0,0.0,7.0
38.0,No,Travel_Rarely,Research & Development,10.0,3.0,Female,3.0,Healthcare Representative,3.0,3.0,9824.0,No,19.0,3.0,1.0,0.0,0.0
54.0,No,Travel_Rarely,Research & Development,19.0,4.0,Female,3.0,Manufacturing Director,1.0,9.0,5485.0,Yes,11.0,3.0,5.0,3.0,
37.0,No,Non-Travel,Research & Development,5.0,,Male,,Laboratory Technician,3.0,0.0,3500.0,,14.0,1.0,6.0,5.0,1.0
33.0,,Non-Travel,Sales,8.0,2.0,,2.0,Sales Representative,4.0,0.0,2342.0,No,19.0,2.0,,2.0,2.0
50.0,Yes,Travel_Rarely,Sales,28.0,4.0,Male,2.0,Sales Executive,1.0,4.0,10854.0,Yes,13.0,3.0,3.0,2.0,2.0
49.0,No,Travel_Rarely,Research & Development,20.0,3.0,Female,3.0,Manufacturing Director,1.0,1.0,6567.0,No,14.0,2.0,15.0,11.0,5.0
33.0,,Travel_Frequently,Sales,7.0,4.0,Male,3.0,Sales Executive,1.0,0.0,4373.0,No,14.0,,4.0,3.0,0.0
27.0,No,Non-Travel,,1.0,,Male,3.0,Sales Executive,2.0,0.0,6349.0,Yes,,3.0,5.0,4.0,1.0
28.0,Yes,Travel_Rarely,Research & Development,2.0,1.0,Male,1.0,Research Scientist,4.0,5.0,3464.0,Yes,13.0,2.0,3.0,2.0,2.0
39.0,No,,Human Resources,2.0,4.0,Female,2.0,Human Resources,4.0,8.0,,,11.0,3.0,5.0,4.0,0.0
35.0,Yes,Travel_Rarely,Research & Development,2.0,1.0,Female,3.0,Laboratory Technician,1.0,1.0,2074.0,Yes,12.0,3.0,1.0,0.0,0.0
50.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,3.0,Research Director,4.0,9.0,17399.0,No,22.0,2.0,5.0,4.0,1.0
36.0,No,Travel_Rarely,,6.0,2.0,Male,3.0,Manufacturing Director,,6.0,,No,20.0,3.0,3.0,2.0,0.0
21.0,Yes,Travel_Rarely,Sales,7.0,2.0,Male,3.0,Sales Representative,2.0,1.0,2679.0,No,13.0,3.0,1.0,0.0,1.0
50.0,No,Travel_Frequently,Human Resources,3.0,1.0,Male,3.0,Manager,2.0,1.0,18200.0,No,11.0,3.0,32.0,5.0,
52.0,No,Travel_Rarely,Research & Development,7.0,2.0,Male,3.0,Healthcare Representative,2.0,7.0,10445.0,No,19.0,3.0,8.0,6.0,4.0
33.0,Yes,Travel_Rarely,Research & Development,15.0,2.0,Male,3.0,Manager,3.0,7.0,13610.0,Yes,12.0,,7.0,6.0,7.0
47.0,,Travel_Rarely,Research & Development,4.0,3.0,Female,2.0,Manufacturing Director,2.0,8.0,10333.0,Yes,12.0,3.0,22.0,11.0,14.0
22.0,,Travel_Rarely,Research & Development,1.0,4.0,Male,2.0,Manufacturing Director,4.0,6.0,4775.0,No,22.0,1.0,2.0,2.0,2.0
28.0,Yes,Travel_Rarely,Research & Development,2.0,3.0,Male,3.0,Research Scientist,3.0,6.0,4382.0,No,17.0,2.0,2.0,2.0,2.0
33.0,No,Non-Travel,,16.0,3.0,Female,3.0,Sales Executive,4.0,1.0,5368.0,Yes,25.0,3.0,6.0,5.0,1.0
40.0,No,Travel_Rarely,Sales,4.0,3.0,Male,,Sales Executive,4.0,7.0,10855.0,No,11.0,2.0,12.0,11.0,2.0
27.0,No,Travel_Frequently,Sales,2.0,4.0,Male,1.0,Sales Executive,,3.0,5071.0,No,20.0,3.0,6.0,2.0,0.0
40.0,No,Travel_Rarely,Research & Development,1.0,1.0,Male,3.0,Laboratory Technician,4.0,8.0,2406.0,No,19.0,2.0,1.0,0.0,0.0
55.0,No,Travel_Frequently,Research & Development,2.0,4.0,,3.0,,2.0,3.0,10976.0,No,18.0,3.0,3.0,2.0,1.0
33.0,Yes,Travel_Rarely,Research & Development,25.0,1.0,Male,2.0,Research Scientist,2.0,4.0,2313.0,Yes,20.0,3.0,2.0,2.0,2.0
37.0,Yes,Travel_Rarely,Sales,,1.0,Male,2.0,Sales Executive,3.0,5.0,10609.0,No,11.0,1.0,14.0,1.0,11.0
34.0,No,Travel_Rarely,Sales,3.0,4.0,Female,1.0,Sales Executive,4.0,5.0,6029.0,No,12.0,3.0,2.0,,2.0
46.0,No,Travel_Rarely,Sales,4.0,4.0,Female,2.0,,2.0,2.0,18789.0,No,14.0,3.0,11.0,4.0,0.0
38.0,,Travel_Rarely,,14.0,3.0,Male,3.0,Sales Executive,2.0,0.0,9924.0,No,11.0,3.0,9.0,8.0,
30.0,No,Travel_Rarely,Research & Development,6.0,1.0,Female,,Laboratory Technician,4.0,0.0,4627.0,No,12.0,3.0,9.0,2.0,6.0
,No,Travel_Rarely,Human Resources,3.0,3.0,,3.0,Human Resources,4.0,0.0,3737.0,No,19.0,,3.0,2.0,0.0
34.0,No,Travel_Rarely,Research & Development,3.0,4.0,Female,3.0,Research Scientist,2.0,1.0,5433.0,No,12.0,3.0,11.0,8.0,7.0
36.0,No,Non-Travel,Sales,15.0,4.0,Male,1.0,Sales Executive,4.0,1.0,5406.0,No,,2.0,15.0,12.0,
35.0,No,Travel_Rarely,Human Resources,26.0,3.0,Female,3.0,Human Resources,4.0,1.0,8837.0,Yes,16.0,3.0,9.0,0.0,1.0
35.0,No,Travel_Rarely,Research & Development,16.0,4.0,Male,3.0,Healthcare Representative,3.0,4.0,7632.0,Yes,12.0,3.0,8.0,7.0,0.0
40.0,No,Travel_Rarely,Sales,7.0,2.0,Male,3.0,Manager,2.0,1.0,19833.0,No,14.0,2.0,21.0,8.0,12.0
,No,Travel_Rarely,Sales,3.0,1.0,Female,3.0,Sales Executive,,0.0,4999.0,No,21.0,2.0,3.0,2.0,
53.0,No,Travel_Rarely,Sales,2.0,3.0,Male,3.0,Manager,3.0,6.0,14852.0,No,,4.0,17.0,13.0,15.0
32.0,No,Travel_Rarely,Research & Development,2.0,4.0,Male,3.0,Research Scientist,2.0,0.0,5470.0,No,13.0,2.0,9.0,5.0,1.0
28.0,Yes,Travel_Frequently,Research & Development,2.0,3.0,Male,2.0,Laboratory Technician,,7.0,2561.0,No,11.0,2.0,0.0,0.0,0.0
55.0,No,,Research & Development,4.0,4.0,Male,3.0,Healthcare Representative,3.0,0.0,4035.0,Yes,16.0,3.0,3.0,2.0,1.0
30.0,No,Travel_Rarely,Research & Development,2.0,3.0,Female,1.0,Manufacturing Director,4.0,,6091.0,No,20.0,3.0,5.0,4.0,0.0
26.0,Yes,Travel_Frequently,Research & Development,5.0,3.0,Female,2.0,Research Scientist,3.0,1.0,,Yes,14.0,3.0,8.0,7.0,
23.0,Yes,Travel_Rarely,Research & Development,6.0,3.0,Male,4.0,Laboratory Technician,1.0,1.0,1601.0,Yes,21.0,3.0,0.0,0.0,0.0
51.0,No,Travel_Rarely,Research & Development,7.0,2.0,Male,2.0,Manufacturing Director,3.0,2.0,6132.0,No,17.0,3.0,1.0,0.0,0.0
42.0,No,Travel_Rarely,Research & Development,1.0,4.0,Female,2.0,Manufacturing Director,4.0,9.0,6062.0,Yes,13.0,3.0,4.0,3.0,0.0
35.0,No,Travel_Rarely,Research & Development,27.0,,Female,2.0,Research Scientist,1.0,1.0,2559.0,No,11.0,2.0,6.0,5.0,1.0
35.0,No,Travel_Rarely,Sales,1.0,2.0,Male,3.0,Sales Executive,3.0,9.0,4717.0,No,11.0,,11.0,9.0,6.0
20.0,Yes,,Research & Development,10.0,4.0,Male,3.0,Research Scientist,3.0,,1009.0,Yes,11.0,3.0,1.0,0.0,1.0
28.0,No,Travel_Rarely,Sales,26.0,3.0,Male,2.0,Sales Executive,1.0,1.0,4724.0,No,11.0,3.0,5.0,3.0,0.0
29.0,No,Travel_Rarely,Research & Development,,2.0,Female,1.0,Research Scientist,4.0,0.0,2168.0,Yes,18.0,2.0,5.0,4.0,1.0
43.0,No,Travel_Rarely,Research & Development,,1.0,Male,2.0,Research Director,2.0,1.0,14336.0,No,11.0,3.0,25.0,10.0,
40.0,No,Travel_Frequently,Research & Development,26.0,3.0,Female,2.0,Research Scientist,4.0,3.0,4422.0,Yes,13.0,1.0,1.0,1.0,0.0
29.0,No,Travel_Rarely,Research & Development,6.0,2.0,Female,3.0,Laboratory Technician,4.0,1.0,3131.0,No,13.0,3.0,10.0,8.0,0.0
46.0,No,Travel_Rarely,Sales,3.0,1.0,Female,4.0,Sales Executive,1.0,2.0,13225.0,No,12.0,3.0,19.0,17.0,2.0
44.0,Yes,Travel_Frequently,Research & Development,1.0,3.0,Male,3.0,Research Scientist,2.0,1.0,2342.0,,12.0,2.0,5.0,3.0,2.0
47.0,No,Travel_Rarely,Research & Development,2.0,1.0,Female,3.0,Research Director,3.0,3.0,17169.0,No,19.0,4.0,20.0,17.0,5.0
32.0,No,Travel_Frequently,Research & Development,24.0,1.0,Male,3.0,Laboratory Technician,4.0,1.0,5309.0,No,15.0,3.0,10.0,8.0,4.0
38.0,No,Travel_Rarely,Research & Development,1.0,3.0,,3.0,Research Scientist,1.0,3.0,2619.0,No,17.0,2.0,0.0,0.0,0.0
51.0,No,Travel_Rarely,Human Resources,5.0,3.0,Male,3.0,Manager,2.0,1.0,14026.0,Yes,11.0,3.0,,9.0,0.0
58.0,,Non-Travel,Research & Development,1.0,4.0,,1.0,Healthcare Representative,3.0,2.0,,Yes,13.0,,5.0,3.0,1.0
35.0,No,Travel_Rarely,Sales,1.0,1.0,Female,3.0,,3.0,1.0,4859.0,No,16.0,3.0,5.0,4.0,
45.0,No,Travel_Rarely,Research & Development,29.0,2.0,Male,3.0,,4.0,4.0,9380.0,Yes,18.0,4.0,3.0,1.0,1.0
56.0,No,,Research & Development,9.0,3.0,Male,3.0,Healthcare Representative,4.0,7.0,11103.0,No,11.0,2.0,10.0,7.0,1.0
37.0,No,Travel_Rarely,Research & Development,3.0,4.0,Female,3.0,Healthcare Representative,2.0,3.0,,No,15.0,2.0,4.0,3.0,0.0
37.0,No,Travel_Frequently,Sales,1.0,3.0,Male,1.0,Sales Executive,4.0,1.0,9525.0,No,14.0,2.0,6.0,3.0,1.0
39.0,No,Travel_Rarely,Sales,2.0,1.0,,4.0,Sales Executive,3.0,0.0,7880.0,No,18.0,3.0,8.0,7.0,
35.0,No,Travel_Rarely,Research & Development,2.0,3.0,Male,2.0,Manufacturing Director,2.0,2.0,10274.0,No,18.0,4.0,7.0,7.0,6.0
54.0,No,,Sales,2.0,3.0,Female,2.0,Sales Executive,3.0,6.0,10686.0,No,11.0,3.0,9.0,4.0,7.0
32.0,No,Non-Travel,Research & Development,29.0,4.0,Female,3.0,Laboratory Technician,3.0,9.0,4025.0,No,12.0,3.0,8.0,7.0,7.0
,No,Travel_Rarely,Sales,29.0,1.0,Female,3.0,Manager,3.0,3.0,12504.0,No,21.0,1.0,0.0,0.0,0.0
33.0,No,Travel_Frequently,Research & Development,1.0,3.0,Female,4.0,Healthcare Representative,,1.0,5488.0,Yes,13.0,3.0,6.0,,1.0
31.0,Yes,Travel_Rarely,Sales,6.0,2.0,Male,1.0,Sales Executive,3.0,4.0,6172.0,Yes,18.0,,7.0,7.0,7.0
46.0,No,Travel_Rarely,Sales,1.0,2.0,Female,3.0,Sales Executive,1.0,1.0,10453.0,No,25.0,3.0,24.0,13.0,15.0
38.0,No,Travel_Rarely,Research & Development,23.0,4.0,Male,3.0,Healthcare Representative,4.0,9.0,5745.0,No,14.0,3.0,2.0,2.0,1.0
38.0,No,Travel_Rarely,Sales,1.0,4.0,Male,3.0,Sales Executive,2.0,0.0,4440.0,No,15.0,3.0,15.0,13.0,5.0
43.0,No,Travel_Rarely,Sales,2.0,4.0,Male,3.0,Sales Executive,4.0,1.0,7847.0,Yes,17.0,3.0,10.0,9.0,8.0
37.0,No,Travel_Frequently,Research & Development,9.0,2.0,Male,3.0,Research Scientist,4.0,1.0,2326.0,Yes,12.0,2.0,4.0,2.0,1.0
39.0,Yes,Travel_Rarely,Sales,3.0,4.0,Female,3.0,Sales Executive,3.0,,5238.0,Yes,18.0,2.0,1.0,0.0,
28.0,No,Travel_Rarely,Human Resources,8.0,2.0,Male,,Human Resources,4.0,1.0,,No,13.0,3.0,5.0,1.0,0.0
35.0,No,Travel_Frequently,Research & Development,18.0,3.0,Male,3.0,Healthcare Representative,3.0,1.0,5689.0,Yes,14.0,4.0,10.0,,0.0
30.0,No,Travel_Rarely,Research & Development,2.0,3.0,Male,2.0,Healthcare Representative,4.0,1.0,4152.0,No,19.0,3.0,11.0,10.0,10.0
39.0,No,,Research & Development,13.0,3.0,Female,2.0,Manager,2.0,6.0,17123.0,Yes,13.0,3.0,19.0,,15.0
43.0,No,Travel_Rarely,Research & Development,6.0,1.0,Female,2.0,Manager,3.0,7.0,19392.0,No,,3.0,16.0,12.0,6.0
27.0,No,Travel_Rarely,Research & Development,7.0,4.0,Female,2.0,,1.0,8.0,6811.0,No,19.0,1.0,7.0,6.0,0.0
42.0,No,Travel_Rarely,Sales,14.0,3.0,Female,2.0,Sales Executive,3.0,7.0,6244.0,No,17.0,3.0,5.0,4.0,0.0
31.0,No,Travel_Rarely,Research & Development,4.0,1.0,Female,4.0,Laboratory Technician,3.0,8.0,3978.0,No,12.0,2.0,2.0,2.0,2.0
39.0,Yes,Travel_Rarely,Research & Development,6.0,4.0,Male,3.0,Laboratory Technician,1.0,7.0,2404.0,Yes,21.0,1.0,2.0,2.0,2.0
29.0,No,Travel_Rarely,Research & Development,1.0,4.0,Female,2.0,Research Director,4.0,3.0,16124.0,No,14.0,2.0,7.0,7.0,1.0
49.0,No,Travel_Frequently,Research & Development,10.0,3.0,Female,3.0,Research Director,1.0,9.0,18665.0,Yes,11.0,3.0,3.0,2.0,1.0
38.0,No,,Sales,1.0,1.0,Male,2.0,Sales Representative,1.0,4.0,2858.0,No,14.0,2.0,1.0,0.0,
,No,Travel_Rarely,,9.0,2.0,Male,3.0,Research Scientist,3.0,1.0,5098.0,No,19.0,3.0,10.0,7.0,0.0
42.0,No,Travel_Rarely,Research & Development,23.0,1.0,Female,3.0,Research Director,4.0,2.0,15992.0,No,14.0,3.0,1.0,0.0,0.0
31.0,Yes,Travel_Frequently,Research & Development,3.0,4.0,,3.0,Research Scientist,3.0,1.0,4084.0,No,,1.0,7.0,2.0,7.0
34.0,No,Travel_Rarely,Sales,13.0,4.0,Male,3.0,Sales Executive,3.0,1.0,,No,18.0,2.0,8.0,7.0,1.0
36.0,No,Travel_Rarely,Research & Development,14.0,3.0,Male,3.0,Healthcare Representative,4.0,0.0,6586.0,Yes,17.0,2.0,16.0,8.0,4.0
,No,Travel_Frequently,Sales,8.0,,Male,3.0,Sales Executive,4.0,0.0,4342.0,No,19.0,3.0,4.0,2.0,1.0
40.0,No,Non-Travel,Sales,28.0,3.0,Male,1.0,Sales Executive,1.0,3.0,10932.0,No,15.0,3.0,1.0,0.0,0.0
34.0,No,Travel_Rarely,Sales,1.0,4.0,Male,2.0,Sales Executive,3.0,1.0,7083.0,Yes,14.0,3.0,10.0,,8.0
43.0,No,Travel_Rarely,Research & Development,7.0,3.0,Female,,Healthcare Representative,1.0,8.0,9985.0,No,16.0,2.0,1.0,0.0,0.0
31.0,No,Travel_Rarely,Sales,8.0,1.0,Male,3.0,Sales Executive,4.0,1.0,10793.0,No,18.0,3.0,13.0,7.0,9.0
41.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,3.0,Research Scientist,4.0,3.0,2782.0,No,22.0,3.0,5.0,3.0,1.0
31.0,No,Travel_Frequently,Research & Development,1.0,4.0,,1.0,Research Scientist,,1.0,5003.0,No,21.0,3.0,10.0,8.0,8.0
45.0,No,Travel_Frequently,Research & Development,1.0,2.0,Male,3.0,Healthcare Representative,3.0,4.0,5399.0,No,12.0,3.0,4.0,,0.0
33.0,No,Travel_Frequently,Sales,10.0,2.0,Male,,Sales Executive,,3.0,4682.0,No,14.0,2.0,7.0,7.0,0.0
27.0,No,Travel_Rarely,Research & Development,5.0,3.0,Female,3.0,Research Scientist,2.0,1.0,2478.0,Yes,12.0,2.0,,3.0,1.0
,No,Travel_Frequently,Research & Development,23.0,3.0,Male,4.0,Laboratory Technician,4.0,4.0,2571.0,No,17.0,3.0,,2.0,0.0
33.0,No,Travel_Rarely,Research & Development,21.0,2.0,Male,4.0,Laboratory Technician,2.0,1.0,2028.0,No,18.0,3.0,14.0,11.0,2.0
31.0,No,Travel_Rarely,Research & Development,,1.0,Male,3.0,Research Scientist,3.0,1.0,2911.0,No,17.0,2.0,5.0,2.0,4.0
19.0,Yes,Travel_Frequently,Sales,1.0,3.0,Female,1.0,Sales Representative,1.0,0.0,2325.0,No,21.0,4.0,0.0,0.0,
32.0,No,,,7.0,2.0,Male,4.0,Laboratory Technician,2.0,,2794.0,No,20.0,1.0,5.0,1.0,0.0
36.0,No,Non-Travel,Research & Development,18.0,1.0,Male,3.0,Manufacturing Director,4.0,2.0,7779.0,No,20.0,3.0,11.0,9.0,0.0
37.0,No,Travel_Rarely,Human Resources,8.0,3.0,Male,3.0,Human Resources,2.0,2.0,4071.0,No,13.0,2.0,,0.0,4.0
,No,Travel_Rarely,Sales,10.0,4.0,Male,3.0,Sales Representative,2.0,1.0,1052.0,No,22.0,3.0,1.0,0.0,0.0
25.0,No,Travel_Rarely,Sales,28.0,1.0,Male,2.0,Sales Executive,3.0,2.0,8639.0,No,18.0,3.0,2.0,2.0,2.0
29.0,Yes,Travel_Rarely,Research & Development,1.0,2.0,Female,,Laboratory Technician,1.0,1.0,2319.0,Yes,11.0,3.0,1.0,0.0,0.0
